"HeroProductID","NeueArtikelnummer","UrspruenglicheArtikelnummer","Bezeichnung","Beschreibung","Preis","Lieferant","Typ","DeaktiviertAm"
"Ge7LLnVXgAA","DUPLIKAT-CV24.S39.01.02.0070-Ge7L","CV24.S39.01.02.0070","[DUPLIKAT] CV24.S39.01.02.0070","Einbauen eines umlaufenden Dichtungsband, z.B. Knauf
Dichtungsband K 434 oder gleichwertig, als Zulage für
Montagewand.","0,6825","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLnoXgAA","DUPLIKAT-CV24.S39.01.02.0080-Ge7L","CV24.S39.01.02.0080","[DUPLIKAT] CV24.S39.01.02.0080","Türöffnung für W 111/ W112 mit Sturzprofil, seitlich
raumhoch verstärken mit Metallprofilen UA 75 einschl.
Boden- und Deckenanschluß mit Türpfostensteckwinkel,
befestigen mit Dübeln und Schrauben, Baurichtmaß 875 x
2000 mm","20,3775","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLoNXgAA","DUPLIKAT-CV24.S39.01.02.0100-Ge7L","CV24.S39.01.02.0100","[DUPLIKAT] CV24.S39.01.02.0100","Wandbekleidung innen, Metallkonstruktion direkt
befestigt, Hohlraumdämpfung 20 mm, einlagige Beplankung
mit 12,5 mm GKB, Spachtelqualität Q2, Knauf System W
622 oder gleichwertig","17,9075","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLonXgAA","DUPLIKAT-CV24.S39.01.02.0110-Ge7L","CV24.S39.01.02.0110","[DUPLIKAT] CV24.S39.01.02.0110","Freistehende Vorsatzschale nach DIN 4103-1, Beplankung
zweilagig 12,5 mm GKB,Dicke 100 mm, Unterkonstruktion
aus 75 mm UW und CW, Spachtelqualität Q2, Knauf System
W 626 oder gleichwertig","19,76","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLo5XgAA","DUPLIKAT-CV24.S39.01.02.0120-Ge7L","CV24.S39.01.02.0120","[DUPLIKAT] CV24.S39.01.02.0120","Unterdecke nach DIN 18168-1, Metallunterkonstruktion,
Beplankung einlagig mit 12,5 mm GKB, Spachtelqualität
Q3, Knauf System D 112 oder gleichwertig","19,76","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLpLXgAA","DUPLIKAT-CV24.S39.01.02.0130-Ge7L","CV24.S39.01.02.0130","[DUPLIKAT] CV24.S39.01.02.0130","Unterdecke nach DIN 18168-1, Metallunterkonstruktion,
Beplankung einlagig mit 12,5 mm GKB, Spachtelqualität
Q2, Knauf System D 112 oder gleichwertig","17,9075","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLpbXgAA","DUPLIKAT-CV24.S39.01.02.0140-Ge7L","CV24.S39.01.02.0140","[DUPLIKAT] CV24.S39.01.02.0140","Revisionsklappe, Rahmen aus Aluminium, Füllung der
Klappe aus Gipskarton, Abmessung 200 x 200 mm,
Ausführung mir Fangarmsicherung, System Knauf- Revo
oder gleichwertig","27,7875","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLpwXgAA","DUPLIKAT-CV24.S39.01.02.0150-Ge7L","CV24.S39.01.02.0150","[DUPLIKAT] CV24.S39.01.02.0150","Revisionsklappe, Rahmen aus Aluminium, Füllung der
Klappe aus Gipskarton, Abmessung 300 x 300 mm,
Ausführung mir Fangarmsicherung, System Knauf- Revo
oder gleichwertig","30,2575","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLqBXgAA","DUPLIKAT-CV24.S39.01.02.0160-Ge7L","CV24.S39.01.02.0160","[DUPLIKAT] CV24.S39.01.02.0160","Revisionsklappe, Rahmen aus Aluminium, Füllung der
Klappe aus Gipskarton, Abmessung 400 x 400 mm,
Ausführung mir Fangarmsicherung, System Knauf- Revo
oder gleichwertig","32,11","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLqUXgAA","DUPLIKAT-CV24.S39.01.02.0170-Ge7L","CV24.S39.01.02.0170","[DUPLIKAT] CV24.S39.01.02.0170","Dachschrägenbekleidung mit Metallunterkonstruktion,
Befestigung an Dachsparren und Kehlbalken, Beplankung
einlagig mit 12,5 mm GKB, Spachtelqualität Q 3, Knauf
System D 612 oder gleichwertig","20,995","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLq8XgAA","DUPLIKAT-CV24.S39.01.02.0190-Ge7L","CV24.S39.01.02.0190","[DUPLIKAT] CV24.S39.01.02.0190","Mineralfaserdecke als Einlegemontage, Raster 62,5 x
62,5 mm, Platten scharfkantig, Plattendicke 15 mm,
Baustoffklasse A2,s1-d0,  Dessin STAR, System Knauf-
AMF oder gleichwertig","14,2025","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLrRXgAA","DUPLIKAT-CV24.S39.01.02.0200-Ge7L","CV24.S39.01.02.0200","[DUPLIKAT] CV24.S39.01.02.0200","Randanschlüsse mit einem weißen Winkelprofil, Abmessung
25x20 mm, System Knauf- AMF oder gleichwertig","1,976","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLrnXgAA","DUPLIKAT-CV24.S39.01.02.0210-Ge7L","CV24.S39.01.02.0210","[DUPLIKAT] CV24.S39.01.02.0210","Aussparungen für Rastereinbauleuchten, Abmessung 62,5 x
62,5 mm incl. Verstärken der Unterkonstruktion","3,0875","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLr-XgAA","DUPLIKAT-CV24.S39.01.02.0220-Ge7L","CV24.S39.01.02.0220","[DUPLIKAT] CV24.S39.01.02.0220","Alukaschierte Mineralfaserdämmplatten, 100 mm stark,
liefern und verlegen","6,669","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLsTXgAA","DUPLIKAT-CV24.S39.01.02.0230-Ge7L","CV24.S39.01.02.0230","[DUPLIKAT] CV24.S39.01.02.0230","Kantenschutz aus Aluminium anbringen und einspachteln","1,9175","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLspXgAA","DUPLIKAT-CV24.S39.01.03.0010-Ge7L","CV24.S39.01.03.0010","[DUPLIKAT] CV24.S39.01.03.0010","Vorhandene Öffnung mit GKB 12,5 mm
auf mitzuliefernden und einzubauenden
Kanthölzern/Dachlatten,
schließen, d.h., die Unterkonstruktion
als Rahmen mit Querstreben in der Öffnung
so anbringen. daß ein  Durchbiegen der
Platten ausgeschlossen ist. Hohlraum
mit Mineralwolle o.ä. zur Schall- und
Wärmedämmung füllen.
Gipsfaserplatten mit verzinkten Nägeln
beiderseitig annageln, Köpfe leicht
versenken und mit Fugenfüller flächen-
eben verspachteln. Vorhandenen Wandputz
zur Erreichnung eines sauberen Anschlusses,
wo erforderlich abschlagen und  Anschluß-
fläche unter Verwendung eines Kunststoff-
gewebes, z.B. Gitex o.ä. übergangslos
beiputzen bzw. beiarbeiten.
Öffnung 1/2 Stein stark.","43,8425","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLtGXgAA","DUPLIKAT-CV24.S39.01.03.0020-Ge7L","CV24.S39.01.03.0020","[DUPLIKAT] CV24.S39.01.03.0020","Nichttragende innere Wand, Beplankung einlagig
12,5 mm GKB beidseitig erstellen, einschl.
Unterkonstruktion
aus Holzbalken d = 80 mm, 80 mm Mineralwolle,
Spachtelqualität Q 2 einschl. beidseitig Lattung 24/48
mm.","23,1595","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLtbXgAA","DUPLIKAT-CV24.S39.01.03.0030-Ge7L","CV24.S39.01.03.0030","[DUPLIKAT] CV24.S39.01.03.0030","Öffnung mit GKB 12,5 mm  schließen,
jedoch 1 Stein stark oder stärker.","48,165","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLtrXgAA","DUPLIKAT-CV24.S39.01.03.0040-Ge7L","CV24.S39.01.03.0040","[DUPLIKAT] CV24.S39.01.03.0040","Installationsverkleidung aus GKB 12,5 mm
 auf mitzuliefernden und einzu-
bauenden Kanthölzern bzw. Latten herstellen,
die Plattenstöße und die leicht versenkten
Nagelköpfe müssen mit Fugenfüller flächen-
eben verspachtelt werden; einschließlich
Abstemmen des Wandputzes zur Erreichung von
sauberen Wandanschlüssen und Füllen der
Anschlußfuge mit elastischer Spachtelmasse.","28,405","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLt9XgAA","DUPLIKAT-CV24.S39.01.03.0050-Ge7L","CV24.S39.01.03.0050","[DUPLIKAT] CV24.S39.01.03.0050","Verkleidung von Dachraumfenstern mit Gipskartonplatten
12,5 mm stark, einschl. der erforderlichen
Unterkonstruktion nach Angabe der Bauleitung herstellen
( Abkantungen eingerechnet). Entstehende Hohlräume sind
mit Glas/Steinwolle auszustopfen und mit PE-Folie 200mü
Stärke dicht abzukleben.","42,6075","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLuOXgAA","DUPLIKAT-CV24.S39.01.03.0060-Ge7L","CV24.S39.01.03.0060","[DUPLIKAT] CV24.S39.01.03.0060","Dachflächenfenster fachgerecht einputzen.
Leibungen vorher mit Holzwolleleichtbau-
platten, einschl. erforderlicher imprä-
gnierter Holzunterkonstruktion und Glas-
wolldämmung umlaufend verkleiden. Die
Anschlüsse zur Deckenschräge sind scharf-
kantig auszuführen. Alles in fix und
fertiger Arbeit, einschl. Lieferung
aller Materialien.","82,745","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLufXgAA","DUPLIKAT-CV24.S39.01.03.0070-Ge7L","CV24.S39.01.03.0070","[DUPLIKAT] CV24.S39.01.03.0070","Decken unter Holzbalken aus GKB 12,5 mm einschl.
Holzunterkonstruktion 24/48 mm
herstellen. Im Preis enthalten ist das
Abstemmen des Wandputzes zur Erreichung
von sauberen Wandanschlüssen und das
Beiputzen der Anschlußfugen mit Spachtel-
masse und Kellenschnitt. Bis 4,00 m2
Gesamtfläche.","26,247","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLuuXgAA","DUPLIKAT-CV24.S39.01.03.0080-Ge7L","CV24.S39.01.03.0080","[DUPLIKAT] CV24.S39.01.03.0080","Decken unter Holzbalken aus GKB 12,5 mm einschl.
Holzunterkonstruktion 24/48 mm
herstellen. Im Preis enthalten ist das
Abstemmen des Wandputzes zur Erreichung
von sauberen Wandanschlüssen und das
Beiputzen der Anschlußfugen mit Spachtel-
masse und Kellenschnitt. Über 4,00 m2
Gesamtfläche.","22,23","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLu-XgAA","DUPLIKAT-CV24.S39.01.03.0090-Ge7L","CV24.S39.01.03.0090","[DUPLIKAT] CV24.S39.01.03.0090","Dachschrägenbekleidung mit Holzunterkonstruktion 24/48
mm,
Beplankung einlagig mit 12,5 mm GKF, Spachtelqualität Q
2.","16,6725","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLvRXgAA","DUPLIKAT-CV24.S39.01.03.0100-Ge7L","CV24.S39.01.03.0100","[DUPLIKAT] CV24.S39.01.03.0100","Zulage zu den Vorpositionen für den Einbau einer
Konterlattung 24/48 mm.","2,47","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLvrXgAA","DUPLIKAT-CV24.S39.01.03.0110-Ge7L","CV24.S39.01.03.0110","[DUPLIKAT] CV24.S39.01.03.0110","Zulage zu den Vorpositionen für das
Anschrauben/Verdübeln der Lattung unter Betondecken.","1,976","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLv-XgAA","DUPLIKAT-CV24.S39.01.03.0120-Ge7L","CV24.S39.01.03.0120","[DUPLIKAT] CV24.S39.01.03.0120","Decken unter Holzbalken mit Feuchtraum-
platten, 12,5 mm stark in Bädern und
Küchen, als Zulage zu den Vorpositionen.","1,729","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLwQXgAA","DUPLIKAT-CV24.S39.01.03.0130-Ge7L","CV24.S39.01.03.0130","[DUPLIKAT] CV24.S39.01.03.0130","Verkleidung der Drempel mit freistehender Holzunter-
konstruktion d mind. 60 mm erstellen, zzgl. 24/48
Lattung.
Beplankung einlagig mit 12,5 mm GFK, Spachtelqualität Q
2.
Höhe der Verkleidung bis 50 cm.","14,2025","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLwnXgAA","DUPLIKAT-CV24.S39.01.03.0140-Ge7L","CV24.S39.01.03.0140","[DUPLIKAT] CV24.S39.01.03.0140","Verkleidung der Drempel mit freistehender Holzunter-
konstruktion d mind. 60 mm erstellen, zzgl. 24/48
Lattung.
Beplankung einlagig mit 12,5 mm GFK, Spachtelqualität Q
2.
Höhe der Verkleidung  &gt; 50 cm.","14,82","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLw4XgAA","DUPLIKAT-CV24.S39.01.03.0150-Ge7L","CV24.S39.01.03.0150","[DUPLIKAT] CV24.S39.01.03.0150","Gipskartonplatten 12,5 mm stark, auf
Mauerwerk, Putz oder Beton mit Klebe-
mittel nach Werksvorschrift befestigen,
Stöße beispachteln. Im Preis enthalten
ist das Abstemmen des Wandputzes zur
Erreichung von sauberen Wandanschlüssen
und das Beiputzen der Fugen mit Spachtel-
masse.","12,35","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLxIXgAA","DUPLIKAT-CV24.S39.01.03.0160-Ge7L","CV24.S39.01.03.0160","[DUPLIKAT] CV24.S39.01.03.0160","Steinwollmatten, Klemmfilz  0,35 ,
Fabrikat ISOVER oder gleichwertig
liefern und zwischen Sparren/Kehlbalken
dicht einfügen .
 Stärke 100 mm.","6,487","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLxaXgAA","DUPLIKAT-CV24.S39.01.03.0170-Ge7L","CV24.S39.01.03.0170","[DUPLIKAT] CV24.S39.01.03.0170","Steinwollmatten, Klemmfilz  0,35 ,
Fabrikat ISOVER oder gleichwertig
liefern und zwischen Sparren/Kehlbalken
dicht einfügen .
Stärke 120 mm.","7,1045","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLyNXgAA","DUPLIKAT-CV24.S39.01.03.0200-Ge7L","CV24.S39.01.03.0200","[DUPLIKAT] CV24.S39.01.03.0200","Spachteln von Decken und Schrägen in Spachtelqualität
Q3 statt in Q 2 als Zulage.","2,1645","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLzCXgAA","DUPLIKAT-CV24.LS44.11.01.0030-Ge7L","CV24.LS44.11.01.0030","[DUPLIKAT] CV24.LS44.11.01.0030","Kombitherme,Therme,MAG außer Betrieb nehmen und
demontieren

alle Anschlüsse abstopfen, einschl. des
Abgasanschlusses !
Das demontierte Gerät fachgerecht entsorgen, einschl.
der dafür erforderlichen Materialien.","68,25","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLzgXgAA","DUPLIKAT-CV24.LS44.11.01.0050-Ge7L","CV24.LS44.11.01.0050","[DUPLIKAT] CV24.LS44.11.01.0050","Kombitherme,Therme, MAG außer Betrieb nehmen, einschl.
Bauschutz.

Vorhandenes Gerät außer Betrieb nehmen, gegen wieder in
Betriebnahme sichern, vor Baustaub o.ä. mit geeigneten
Materialien schützen. Die wieder in Betriebnahme
erfolgt durch die zuständige Wartungsfirma.","42,25","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LLzxXgAA","DUPLIKAT-CV24.LS44.11.02.0010-Ge7L","CV24.LS44.11.02.0010","[DUPLIKAT] CV24.LS44.11.02.0010","Abwasser-Fallstrang erneuern, DN 100, SML

Demontage: Abwasser-Fallstrang, z.T. nicht freiliegend
freilegen, trennen des erforderlichen Rohrstückes mit
ggf. mehreren
erforderlichen Schnitten und daraus resultierenden
Rohreinzelstücken, demontieren
und entsorgen, vorbereiten der Rohrenden und des
Strangbereiches für
die Neuinstallation.

Neuinstallation: SML-Rohr DN 100 bis ca.2,80 m Länge
und einschl. aller Form- und Verbindungsstücke,
Isolierungs,Befestigungs-, Brandschutz-,und
Schallschutzmaterialien, Brandschutzelemente.

Die Neuinstallation hat unter Berücksichtigung aller an
den Fallstrang angeschlossenen Einrichtungsgegenstände
zu erfolgen und
die Betriebsfähigkeit des Gebäudes ist sicherzustellen.


liefern und montieren","315,25","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL0EXgAA","DUPLIKAT-CV24.LS44.11.02.0020-Ge7L","CV24.LS44.11.02.0020","[DUPLIKAT] CV24.LS44.11.02.0020","Abwasser-Fallstrang erneuern, DN 100, Kunststoff

Demontage: Wie vor.

Neuinstallation: Schallgedämmtes Kunststoff-Rohr DN 100
bis ca.2,80 m Länge , Rest wie vor

liefern und montieren","273","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL0WXgAA","DUPLIKAT-CV24.LS44.11.02.0030-Ge7L","CV24.LS44.11.02.0030","[DUPLIKAT] CV24.LS44.11.02.0030","Abwasser-Fallstrang erneuern, DN 70/ DN 80, SML

Demontage: Wie vor

Neuinstallation: SML-Rohr DN 70/DN 80 bis ca.2,80 m
Länge
, Rest wie vor

liefern und montieren","260","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL0mXgAA","DUPLIKAT-CV24.LS44.11.02.0040-Ge7L","CV24.LS44.11.02.0040","[DUPLIKAT] CV24.LS44.11.02.0040","Abwasser-Fallstrang erneuern, DN 70, Kunststoff

Demontage: Wie vor

Neuinstallation: Schallgedämmtes Kunststoff-Rohr DN 70
bis ca.2,80 m Länge, Rest wie vor

liefern und montieren","214,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL03XgAA","DUPLIKAT-CV24.LS44.11.02.0050-Ge7L","CV24.LS44.11.02.0050","[DUPLIKAT] CV24.LS44.11.02.0050","Anschluss für WC im Abwasser-Fallstrang herstellen, SML

Montage: Abwasser-Fallstrang, z.T. nicht freiliegend
freilegen,
soweit es für die Installation des Abzweiges
erforderlich ist, trennen des erforderlichen
Rohrstückes mit ggf. mehreren erforderlichen Schnitten
und daraus resultierenden Rohreinzelstücken,
demontieren und entsorgen, vorbereiten der Rohrenden
und des Strangbereiches für die Neuinstallation, Einbau
des erforderlichen SML Abzweiges,
ggf. vorhandenen WC Boden-Anschluss fachgerecht
verschließen,
einschl. aller Form- und Verbindungsstücke,
Isolierungs, Befestigungs-, und
Schallschutzmaterialien.

Die Neuinstallation hat unter Berücksichtigung aller an
dem Fallstrang
angeschlossenen Einrichtungsgegenständen zu erfolgen
und
die Betriebsfähigkeit des Gebäudes ist sicherzustellen.

liefern und montieren","126,75","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL1HXgAA","DUPLIKAT-CV24.LS44.11.02.0060-Ge7L","CV24.LS44.11.02.0060","[DUPLIKAT] CV24.LS44.11.02.0060","Anschluss für WC im Abwasser-Fallstrang herstellen,
Kunststoff

Montage: Wie vor

liefern und montieren","110,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL1YXgAA","DUPLIKAT-CV24.LS44.11.02.0070-Ge7L","CV24.LS44.11.02.0070","[DUPLIKAT] CV24.LS44.11.02.0070","WC Bodenanschluss verlegen
Nur in Abstimmung mit der Bauleitung !

PVC WC-Etagebogen zur Umrüstung des Bodenanschluss auf
Vorwandmontage einschl. Lippendichtung aus EPDM,
Spezialklebstoff,
Manschette aus EPDM, einschl. ca. 400 mm
fräsen/einstemmen des Etagebogens
in den Bodenaufbau und vorbereiten des vorhandenen
Rohres für den
Anschluß. Für den Rohrreiniger am WC Anschluss auf den
Flachbogen
hinweisen, mittels Aufkleber oder anderer geeigneter
Mittel (Eddingstift), bei der Feininstallation !

Hersteller: Geberit  Artikel-Nr. 388.350.29.1 oder
                  Sanit     Artikel-Nr. 58.111.01.0000

liefern und montieren.","94,9","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL2BXgAA","DUPLIKAT-CV24.LS44.11.02.0090-Ge7L","CV24.LS44.11.02.0090","[DUPLIKAT] CV24.LS44.11.02.0090","Anschluss DN 70 im Abwasser-Fallstrang herstellen,
Kunststoff

Montage: Wie vor

liefern und montieren","84,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL2gXgAA","DUPLIKAT-CV24.LS44.11.02.0100-Ge7L","CV24.LS44.11.02.0100","[DUPLIKAT] CV24.LS44.11.02.0100","Bodeneinlauf- Fussbodenentwässerung bis DN 70
freistemmen und demontieren

Bodenablauf- Fussbodenentwässerung bis DN 70 in Bädern,
freistemmen und freilegen bis zum Anschlussrohr,
verschließen der Rohrleitung mittels
Kunststoff-Enddeckel bis DN 70.

Einschl. Stemmarbeiten, Demontage und Entsorgung des
Ablaufes, der
Form-und Verbindungsstücke,etc.
Einschl. Freilegen und Vorbereiten der vorhandenen
Rohrenden
Einschl. aller erforderlichen
Nebenarbeiten,erforderlichen Materialien,Schuttabfuhr
und  Entsorgung","63,375","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL2yXgAA","DUPLIKAT-CV24.LS44.11.03.0010-Ge7L","CV24.LS44.11.03.0010","[DUPLIKAT] CV24.LS44.11.03.0010","Trinkwasser-Bewässerungsstrang erneuern, 40 mm,
Kunststoff

Demontage: Bewässerungsstrang, z.T. nicht freiliegend
freilegen, trennen des erforderlichen Rohrstückes mit
ggf. mehreren erforderlichen Schnitten und daraus
resultierenden Rohreinzelstücken, demontieren
und entsorgen, vorbereiten der Rohrenden und des
Strangbereiches für die Neuinstallation.

Neuinstallation: Kunststoffverbundrohr bis ca.2,80 m
Länge und einschl. aller
Form- und Verbindungsstücke, Isolierungs,
Befestigungs-, Brandschutz-, und
Schallschutzmaterialien, Brandschutzelemente.

Die Neuinstallation des Kalt,- Warmwasser oder
Zirkulationsstranges
hat unter Berücksichtigung aller an den
Bewässerungsstrang angeschlossenen
Einrichtungsgegenstände zu erfolgen und die
Betriebsfähigkeit des Gebäudes ist sicherzustellen.

liefern und montieren","243,75","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL3hXgAA","DUPLIKAT-CV24.LS44.11.03.0030-Ge7L","CV24.LS44.11.03.0030","[DUPLIKAT] CV24.LS44.11.03.0030","Trinkwasser-Bewässerungsstrang erneuern, 42 mm, Kupfer

Demontage: Wie vorn.

Neuinstallation: Kupferohr bis ca.2,80 m Länge, Rest
wievor.

liefern und montieren","263,9","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL34XgAA","DUPLIKAT-CV24.LS44.11.03.0040-Ge7L","CV24.LS44.11.03.0040","[DUPLIKAT] CV24.LS44.11.03.0040","Trinkwasser-Bewässerungsstrang erneuern, 32 mm,
Kunststoff

Demontage: Wie vor

Neuinstallation: Kunststoffverbundrohr bis ca.2,80 m
Länge, Rest wie vor

liefern und montieren","201,5","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LL4NXgAA","DUPLIKAT-CV24.LS44.11.03.0050-Ge7L","CV24.LS44.11.03.0050","[DUPLIKAT] CV24.LS44.11.03.0050","Trinkwasser-Bewässerungsstrang erneuern, 35 mm,
Edelstahl

Demontage: Wie vor

Neuinstallation: Edelstahlrohr bis ca.2,80 m Länge,
Rest wie vor

liefern und montieren","236,6","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LO8TXgAA","DUPLIKAT-CV24.HS80.01.02.0030-Ge7L","CV24.HS80.01.02.0030","[DUPLIKAT] CV24.HS80.01.02.0030","Reinigen einer 2,5 Raum Leerwohnung einschl. Balkon bis
75 m² Wohnfläche. Die Reinigung beinhaltet folgende
Positionen mit den entsprechend zu erbringenden
Leistungen:

1.1.20:Fussbodenreinigung
1.1.30:Estrichreinigung
1.1.40:Fensterreinigung
1.1.70:Türblatt- und Zargenreinigung
1.1.100: Fussleistenreinigung
1.1.110: Lüftungsgitterreinigung

Darüber hinaus sind sämtliche Einbauteile des Gewerkes
Eklektro wie Steckdosen, Schalter, Sicherungskästen und
die Haustürsprechanlage  mit handelsüblichen
Reinigungsmitteln zu reinigen.","94,0225","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LO8oXgAA","DUPLIKAT-CV24.HS80.01.02.0040-Ge7L","CV24.HS80.01.02.0040","[DUPLIKAT] CV24.HS80.01.02.0040","Reinigen einer 3,5 Raum Leerwohnung einschl. Balkon bis
75 m² Wohnfläche. Die Reinigung beinhaltet folgende
Positionen mit den entsprechend zu erbringenden
Leistungen:

1.1.20:Fussbodenreinigung
1.1.30:Estrichreinigung
1.1.40:Fensterreinigung
1.1.70:Türblatt- und Zargenreinigung
1.1.100: Fussleistenreinigung
1.1.110: Lüftungsgitterreinigung

Darüber hinaus sind sämtliche Einbauteile des Gewerkes
Eklektro wie Steckdosen, Schalter, Sicherungskästen und
die Haustürsprechanlage  mit handelsüblichen
Reinigungsmitteln zu reinigen.","94,0225","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
"Ge7LO9MXgAA","DUPLIKAT-CV24.HS80.01.02.0060-Ge7L","CV24.HS80.01.02.0060","[DUPLIKAT] CV24.HS80.01.02.0060","Reinigen einer 4,5 Raum Leerwohnung einschl. Balkon bis
95 m² Wohnfläche. Die Reinigung beinhaltet folgende
Positionen mit den entsprechend zu erbringenden
Leistungen:

1.1.20:Fussbodenreinigung
1.1.30:Estrichreinigung
1.1.40:Fensterreinigung
1.1.70:Türblatt- und Zargenreinigung
1.1.100: Fussleistenreinigung
1.1.110: Lüftungsgitterreinigung

Darüber hinaus sind sämtliche Einbauteile des Gewerkes
Eklektro wie Steckdosen, Schalter, Sicherungskästen und
die Haustürsprechanlage  mit handelsüblichen
Reinigungsmitteln zu reinigen.","116,5905","Covivio 2024-10","Identisches Duplikat","2026-01-26 22:15:47"
